task	class	method	rank	feature_index	unitig_id	attribution	unitig_len	n_samples_used
material	intestine	gxi	16	84138	3407463	0.022715426981449127	61	9
material	intestine	gxi	17	103838	3471554	0.02259780466556549	104	9
material	intestine	gxi	18	62257	3319207	0.022195659577846527	62	9
material	intestine	gxi	19	1686	2810767	0.02161361835896969	61	9
material	intestine	gxi	20	33513	3028480	0.021152503788471222	76	9
material	intestine	gxi	21	84798	3408139	0.020092446357011795	103	9
material	intestine	gxi	22	80950	3396929	0.019325636327266693	105	9
material	intestine	gxi	23	25960	2928744	0.019260935485363007	61	9
material	intestine	gxi	24	98246	3453592	0.019069617614150047	92	9
material	intestine	gxi	25	436	2807098	0.01891886442899704	73	9
material	intestine	gxi	26	27843	2933445	0.018848296254873276	63	9
material	intestine	gxi	27	84128	3407449	0.018603455275297165	76	9
material	intestine	gxi	28	15014	2872568	0.018185559660196304	80	9
material	intestine	gxi	29	56013	3255888	0.017899055033922195	77	9
material	intestine	gxi	30	102362	3465923	0.017870230600237846	78	9
material	intestine	gxi	31	87717	3418805	0.017570992931723595	107	9
material	intestine	gxi	32	4503	2820484	0.017382241785526276	61	9
material	intestine	gxi	33	8266	2831910	0.016990626230835915	78	9
material	intestine	gxi	34	3936	2816854	0.016658779233694077	122	9
material	intestine	gxi	35	35988	3055674	0.01623646914958954	89	9
material	intestine	gxi	36	59148	3265661	0.016015896573662758	66	9
material	intestine	gxi	37	14405	2867831	0.015972338616847992	105	9
material	intestine	gxi	38	5294	2822243	0.015867197886109352	65	9
material	intestine	gxi	39	92203	3433694	0.015790142118930817	74	9
material	intestine	gxi	40	59392	3265914	0.015682820230722427	116	9
material	intestine	gxi	41	65773	3330499	0.015327032655477524	61	9
material	intestine	gxi	42	38098	3079283	0.01497782301157713	131	9
material	intestine	gxi	43	103625	3471279	0.014809299260377884	91	9
material	intestine	gxi	44	42883	3130914	0.014607961289584637	76	9
material	intestine	gxi	45	99389	3457596	0.014523659832775593	61	9
material	intestine	gxi	46	15954	2873802	0.014508598484098911	135	9
material	intestine	gxi	47	101120	3462119	0.014325186610221863	61	9
material	intestine	gxi	48	24302	2923476	0.014119533821940422	61	9
material	intestine	gxi	49	21237	2913230	0.013936374336481094	82	9
material	intestine	gxi	50	14213	2867639	-0.013772007077932358	96	9
material	lake sediment	ig	1	82514	3401894	0.22811026871204376	108	40
material	lake sediment	ig	2	63541	3321651	0.20493283867835999	77	40
material	lake sediment	ig	3	33622	3028779	0.19817237555980682	66	40
material	lake sediment	ig	4	104978	3475587	0.184205561876297	61	40
material	lake sediment	ig	5	103470	3471069	0.13825151324272156	67	40
material	lake sediment	ig	6	87235	3418061	0.13822326064109802	62	40
material	lake sediment	ig	7	58619	3264935	0.10930462926626205	70	40
material	lake sediment	ig	8	66262	3331369	0.09826433658599854	67	40
material	lake sediment	ig	9	19861	2907957	0.09717729687690735	65	40
material	lake sediment	ig	10	49544	3194893	0.09674101322889328	61	40
material	lake sediment	ig	11	52166	3225345	0.09507368505001068	74	40
material	lake sediment	ig	12	35857	3055535	0.09295155107975006	67	40
material	lake sediment	ig	13	93671	3438747	0.08791116625070572	121	40
material	lake sediment	ig	14	105083	3475885	0.08631882071495056	67	40
material	lake sediment	ig	15	42462	3130148	0.085859015583992	75	40
material	lake sediment	ig	16	99522	3458410	0.08230416476726532	63	40
material	lake sediment	ig	17	108442	3487845	0.08146373927593231	77	40
material	lake sediment	ig	18	94873	3443115	0.07918912917375565	83	40
material	lake sediment	ig	19	71357	3348637	0.07559237629175186	61	40
material	lake sediment	ig	20	97139	3449612	0.07358799874782562	71	40
material	lake sediment	ig	21	11865	2861267	0.07329918444156647	63	40
material	lake sediment	ig	22	4737	2821412	0.07231487333774567	84	40
material	lake sediment	ig	23	108889	3488361	-0.07048022747039795	92	40
material	lake sediment	ig	24	26854	2930164	-0.06953156739473343	93	40
material	lake sediment	ig	25	108548	3487982	0.06629049777984619	63	40
material	lake sediment	ig	26	38876	3083773	-0.06538664549589157	73	40
material	lake sediment	ig	27	35209	3054499	-0.0642932578921318	79	40
material	lake sediment	ig	28	50520	3219463	-0.0642031729221344	61	40
material	lake sediment	ig	29	81918	3400329	0.06417933851480484	62	40
material	lake sediment	ig	30	105131	3475997	0.06265425682067871	73	40
material	lake sediment	ig	31	9245	2833020	0.06260697543621063	139	40
material	lake sediment	ig	32	62458	3319630	0.062107574194669724	93	40
material	lake sediment	ig	33	107890	3486170	0.06159969046711922	61	40
material	lake sediment	ig	34	49885	3217514	0.0615842342376709	61	40
material	lake sediment	ig	35	33539	3028555	0.061031438410282135	61	40
material	lake sediment	ig	36	26189	2929358	-0.060829490423202515	68	40
material	lake sediment	ig	37	64896	3326563	-0.06058759614825249	81	40
material	lake sediment	ig	38	102573	3466203	0.0602048821747303	155	40
material	lake sediment	ig	39	57267	3259674	-0.05776315927505493	71	40
material	lake sediment	ig	40	85338	3412000	-0.057542938739061356	63	40
material	lake sediment	ig	41	37569	3078675	-0.056884754449129105	105	40
material	lake sediment	ig	42	93449	3438434	-0.05679108947515488	65	40
material	lake sediment	ig	43	40792	3108998	-0.0556349977850914	61	40
material	lake sediment	ig	44	34204	3029524	-0.05557192489504814	69	40
material	lake sediment	ig	45	19882	2907983	0.055344413965940475	67	40
material	lake sediment	ig	46	76450	3383942	0.05494767427444458	68	40
material	lake sediment	ig	47	93174	3437825	-0.05374811962246895	64	40
material	lake sediment	ig	48	8448	2832158	0.053254466503858566	81	40
material	lake sediment	ig	49	52226	3225431	0.053100623190402985	87	40
material	lake sediment	ig	50	105411	3476413	-0.052876271307468414	87	40
material	lake sediment	gxi	1	82514	3401894	0.157444566488266	108	40
material	lake sediment	gxi	2	63541	3321651	0.1500169187784195	77	40
material	lake sediment	gxi	3	104978	3475587	0.14365623891353607	61	40
material	lake sediment	gxi	4	33622	3028779	0.1338166892528534	66	40
material	lake sediment	gxi	5	103470	3471069	0.11325295269489288	67	40
material	lake sediment	gxi	6	87235	3418061	0.09569701552391052	62	40
material	lake sediment	gxi	7	49544	3194893	0.08326154947280884	61	40
material	lake sediment	gxi	8	99522	3458410	0.0813312754034996	63	40
material	lake sediment	gxi	9	35857	3055535	0.0751953050494194	67	40
material	lake sediment	gxi	10	19861	2907957	0.07435346394777298	65	40
material	lake sediment	gxi	11	58619	3264935	0.07133675366640091	70	40
material	lake sediment	gxi	12	93671	3438747	0.0683496966958046	121	40
material	lake sediment	gxi	13	52166	3225345	0.06779728829860687	74	40
material	lake sediment	gxi	14	66262	3331369	0.06387652456760406	67	40
material	lake sediment	gxi	15	108548	3487982	0.06103738397359848	63	40
material	lake sediment	gxi	16	71357	3348637	0.06079757213592529	61	40
material	lake sediment	gxi	17	105083	3475885	0.06079171970486641	67	40
material	lake sediment	gxi	18	42462	3130148	0.05974985286593437	75	40
material	lake sediment	gxi	19	108889	3488361	-0.059020280838012695	92	40
material	lake sediment	gxi	20	4737	2821412	0.05491795018315315	84	40
material	lake sediment	gxi	21	108442	3487845	0.054421406239271164	77	40
material	lake sediment	gxi	22	81918	3400329	0.054126691073179245	62	40
material	lake sediment	gxi	23	35209	3054499	-0.052954453974962234	79	40
material	lake sediment	gxi	24	64896	3326563	-0.05282425880432129	81	40
material	lake sediment	gxi	25	105131	3475997	0.052509237080812454	73	40
material	lake sediment	gxi	26	26854	2930164	-0.05236275866627693	93	40
material	lake sediment	gxi	27	94873	3443115	0.05102192237973213	83	40
material	lake sediment	gxi	28	85338	3412000	-0.05057631805539131	63	40
material	lake sediment	gxi	29	50514	3219455	0.05035315826535225	61	40
material	lake sediment	gxi	30	26189	2929358	-0.04992327094078064	68	40
material	lake sediment	gxi	31	60042	3290486	0.048715922981500626	61	40
material	lake sediment	gxi	32	11865	2861267	0.04800133407115936	63	40
material	lake sediment	gxi	33	97139	3449612	0.04724099487066269	71	40
material	lake sediment	gxi	34	38876	3083773	-0.04720287770032883	73	40
material	lake sediment	gxi	35	57267	3259674	-0.04445324465632439	71	40
material	lake sediment	gxi	36	107890	3486170	0.044131334871053696	61	40
material	lake sediment	gxi	37	71914	3349692	0.04372795671224594	63	40
material	lake sediment	gxi	38	9245	2833020	0.043638456612825394	139	40
material	lake sediment	gxi	39	49885	3217514	0.04297325015068054	61	40
material	lake sediment	gxi	40	34204	3029524	-0.04249437525868416	69	40
material	lake sediment	gxi	41	8448	2832158	0.04226086288690567	81	40
material	lake sediment	gxi	42	40792	3108998	-0.042140305042266846	61	40
material	lake sediment	gxi	43	102573	3466203	0.041493214666843414	155	40
material	lake sediment	gxi	44	76450	3383942	0.04134564846754074	68	40
material	lake sediment	gxi	45	93174	3437825	-0.041289813816547394	64	40
material	lake sediment	gxi	46	50520	3219463	-0.04055549576878548	61	40
material	lake sediment	gxi	47	88991	3424720	0.03931210935115814	63	40
material	lake sediment	gxi	48	93449	3438434	-0.039300333708524704	65	40
material	lake sediment	gxi	49	109633	3490041	0.03919878229498863	61	40
material	lake sediment	gxi	50	33539	3028555	0.03877072036266327	61	40
material	leaf	ig	1	59495	3266019	0.25671181082725525	85	40
material	leaf	ig	2	50027	3218471	0.23634274303913116	61	40
material	leaf	ig	3	26189	2929358	0.2354070246219635	68	40
material	leaf	ig	4	8535	2832278	0.20715013146400452	80	40
material	leaf	ig	5	24359	2923653	0.20053152740001678	63	40
material	leaf	ig	6	90521	3429922	0.19711819291114807	61	40
material	leaf	ig	7	54251	3250572	0.18305520713329315	64	40
material	leaf	ig	8	50013	3218432	0.17697472870349884	62	40
material	leaf	ig	9	62458	3319630	0.173206627368927	93	40
material	leaf	ig	10	46892	3163816	0.17054563760757446	68	40
material	leaf	ig	11	71907	3349685	0.16699479520320892	104	40
material	leaf	ig	12	76076	3380965	0.16082307696342468	125	40
material	leaf	ig	13	4982	2821855	0.1594732701778412	75	40
material	leaf	ig	14	107899	3486275	0.1530936062335968	62	40
material	leaf	ig	15	4913	2821768	0.15216875076293945	65	40
material	leaf	ig	16	52266	3225490	0.1484532654285431	61	40
material	leaf	ig	17	42977	3131010	0.1412326842546463	64	40
material	leaf	ig	18	52226	3225431	0.13829651474952698	87	40
material	leaf	ig	19	64896	3326563	0.1338883340358734	81	40
material	leaf	ig	20	46906	3163832	0.1332111954689026	76	40
material	leaf	ig	21	38262	3079448	0.1328296661376953	154	40
material	leaf	ig	22	58959	3265437	0.1279658079147339	61	40
