run_accession	experiment_title	sample_accession	project_name	submission_accession	library_min_fragment_size	bam_md5	assembly_software	library_prep_longitude	library_selection	pcr_isolation_protocol	chip_protocol	sequencing_primer_provider	serotype	environment_feature	last_updated	submitted_galaxy	extraction_protocol	germline	secondary_project	culture_collection	submission_tool	sra_bytes	read_strand	rna_purity_280_ratio	hi_c_protocol	collected_by	submitted_ftp	restriction_enzyme_target_sequence	isolate	fastq_bytes	instrument_platform	variety	sra_file_role	sequencing_date_format	temperature	sra_aspera	ecotype	submitted_aspera	sampling_campaign	bam_ftp	tissue_lib	environmental_sample	control_experiment	sex	submitted_md5	checklist	fastq_galaxy	library_gen_protocol	specimen_voucher	library_prep_latitude	submitted_bytes	taxonomic_identity_marker	run_date	country	ncbi_reporting_standard	sample_description	sra_galaxy	sample_prep_interval	fastq_md5	secondary_study_accession	experimental_protocol	read_count	study_title	bio_material	fastq_file_role	rna_prep_5_protocol	host_body_site	local_environmental_context	assembly_quality	collection_date_end	sample_capture_status	sample_title	host_genotype	host_phenotype	environmental_medium	cultivar	instrument_model	faang_library_selection	target_gene	bam_bytes	library_max_fragment_size	experiment_target	sequencing_date	description	bam_file_role	nominal_sdev	chip_ab_provider	environment_material	host_tax_id	sample_material	sample_storage_processing	sra_md5	cell_type	fastq_ftp	disease	sample_prep_interval_units	broker_name	sub_strain	base_count	library_strategy	restriction_site	serovar	investigation_type	location	library_source	sra_ftp	age	library_layout	experimental_factor	sequencing_primer_catalog	environment_biome	rna_purity_230_ratio	dnase_protocol	dev_stage	library_prep_date_format	bam_aspera	binning_software	datahub	rna_integrity_num	library_prep_date	location_start	marine_region	aligned	file_location	sample_collection	chip_target	nominal_length	broad_scale_environmental_context	sequencing_location	status	completeness_score	lon	fastq_aspera	tax_lineage	host_sex	library_pcr_isolation_protocol	sample_alias	mating_type	collection_date_start	sub_species	contamination_score	run_alias	restriction_enzyme	depth	submitted_file_role	submitted_read_type	library_construction_protocol	host_growth_conditions	collection_date	experiment_alias	host_gravidity	center_name	identified_by	cell_line	sampling_site	host	library_name	tag	first_created	lat	strain	experiment_accession	scientific_name	host_status	tax_id	study_accession	submitted_format	submitted_host_sex	surveillance_target	bisulfite_protocol	altitude	rt_prep_protocol	host_scientific_name	bam_galaxy	accession	secondary_sample_accession	sample_storage	cage_protocol	sampling_platform	taxonomic_classification	location_end	protocol_label	elevation	salinity	sequencing_method	sequencing_primer_lot	first_public	transposase_protocol	study_alias	library_prep_location	rna_prep_3_protocol	ph	sequencing_longitude	tissue_type	isolation_source
SRR24955089	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35773125		SRA1657243					RANDOM					Supragingival	2023-09-24							1273524762							missing	952177882;948813447	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/089/SRR24955089.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/089/SRR24955089/SRR24955089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/089/SRR24955089/SRR24955089_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/089/SRR24955089.lite		2f9fc31c74bee726d9e8702ef70ce70d;2af9023705b525ff0369433938044a8d	SRP444524		16403315	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-04-26		10011173_V1			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			f579532fbd26f399d9933a1927336a6d		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/089/SRR24955089/SRR24955089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/089/SRR24955089/SRR24955089_2.fastq.gz					4953801130	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/089/SRR24955089.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/089/SRR24955089/SRR24955089_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/089/SRR24955089/SRR24955089_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011173_V1		2022-04-25			10011173_V1_A_B_CP04489_S38_L001_R1_001.fastq.gz							2022-04-26	CCSORC004913-10011173-V1		SUB13039052				Homo sapiens	CCSORC004913-10011173-V1	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713091	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955089	SRS18005254					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955090	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35773124		SRA1657243					RANDOM					Supragingival	2023-09-24							321693243							missing	229744017;230760123	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/090/SRR24955090.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/090/SRR24955090/SRR24955090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/090/SRR24955090/SRR24955090_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/090/SRR24955090.lite		31d23c6a9198cb75204243c54626e389;c114fa9bc5509f2cafe25a9042b44c30	SRP444524		4141132	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-07-19		10011172_V3			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			92d9414c2b1ef44d34d390f7b9bb12a8		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/090/SRR24955090/SRR24955090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/090/SRR24955090/SRR24955090_2.fastq.gz					1250621864	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/090/SRR24955090.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/090/SRR24955090/SRR24955090_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/090/SRR24955090/SRR24955090_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011172_V3		2022-07-18			10011172_V3_A_CP04489-B_S196_L003_R1_001.fastq.gz							2022-07-19	CCSORC004913-10011172-V3		SUB13039052				Homo sapiens	CCSORC004913-10011172-V3	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713090	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955090	SRS18005253					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955095	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772688		SRA1657243					RANDOM					Supragingival	2023-09-24							81813357							missing	60467254;60594812	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/095/SRR24955095.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/095/SRR24955095/SRR24955095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/095/SRR24955095/SRR24955095_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/095/SRR24955095.lite		19ffe4347bfabc6b9128c3dd40fc6914;f6802cd5aede06d2f26f90c51e4599c1	SRP444524		1049445	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-04-18		10011017_V1			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			2eca036d28e7c190bb3e30f5d33d7571		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/095/SRR24955095/SRR24955095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/095/SRR24955095/SRR24955095_2.fastq.gz					316932390	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/095/SRR24955095.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/095/SRR24955095/SRR24955095_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/095/SRR24955095/SRR24955095_2.fastq.gz	1;2787823;12908;408169;410656;447426	male		10011017_V1		2022-04-17			10011017_V1_A_CP04489_S78_L001_R1_001.fastq.gz							2022-04-18	CCSORC004913-10011017-V1		SUB13039052				Homo sapiens	CCSORC004913-10011017-V1	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713085	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955095	SRS18005248					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955102	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772969		SRA1657243					RANDOM					Supragingival	2023-09-24							118637873							missing	87791500;87771019	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/002/SRR24955102.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/002/SRR24955102/SRR24955102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/002/SRR24955102/SRR24955102_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/002/SRR24955102.lite		1553dfab7f584caf59314ccd22154c0e;e11df066b76b2aa54d643990f027c174	SRP444524		1525639	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-17		10011114_V2			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			9ec03130103a8a490509e9cc609627b6		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/002/SRR24955102/SRR24955102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/002/SRR24955102/SRR24955102_2.fastq.gz					460742978	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/002/SRR24955102.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/002/SRR24955102/SRR24955102_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/002/SRR24955102/SRR24955102_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011114_V2		2022-05-16			10011114_V2_A_CP04489_S445_L005_R1_001.fastq.gz							2022-05-17	CCSORC004913-10011114-V2		SUB13039052				Homo sapiens	CCSORC004913-10011114-V2	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713078	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955102	SRS18005241					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955104	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772967		SRA1657243					RANDOM					Supragingival	2023-09-24							222943397							missing	163154862;163684018	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/004/SRR24955104.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/004/SRR24955104/SRR24955104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/004/SRR24955104/SRR24955104_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/004/SRR24955104.lite		6142969fb7ab42a8f224959e0223ca44;f388a82a509b7c78210f811fb3a9b2d7	SRP444524		2866348	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-07-14		10011113_V3			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			3763cbc189da1653e86291844e03b149		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/004/SRR24955104/SRR24955104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/004/SRR24955104/SRR24955104_2.fastq.gz					865637096	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/004/SRR24955104.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/004/SRR24955104/SRR24955104_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/004/SRR24955104/SRR24955104_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011113_V3		2022-07-13			10011113_V3_A_CP04489-B_S127_L003_R1_001.fastq.gz							2022-07-14	CCSORC004913-10011113-V3		SUB13039052				Homo sapiens	CCSORC004913-10011113-V3	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713076	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955104	SRS18005239					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955106	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772965		SRA1657243					RANDOM					Supragingival	2023-09-24							112427962							missing	82898238;83207795	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/006/SRR24955106.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/006/SRR24955106/SRR24955106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/006/SRR24955106/SRR24955106_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/006/SRR24955106.lite		d8623b50812668358ac459b81c23a876;b7185e120579e81c46450220f7d505ae	SRP444524		1445120	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-04-22		10011113_V1			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			622b9fad9622144eaf799267ee6da332		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/006/SRR24955106/SRR24955106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/006/SRR24955106/SRR24955106_2.fastq.gz					436426240	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/006/SRR24955106.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/006/SRR24955106/SRR24955106_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/006/SRR24955106/SRR24955106_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011113_V1		2022-04-21			10011113_V1_A_CP04489_S135_L004_R1_001.fastq.gz							2022-04-22	CCSORC004913-10011113-V1		SUB13039052				Homo sapiens	CCSORC004913-10011113-V1	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713074	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955106	SRS18005237					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955126	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772893		SRA1657243					RANDOM					Supragingival	2023-09-24							56368866							missing	40945098;41178582	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/026/SRR24955126.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/026/SRR24955126/SRR24955126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/026/SRR24955126/SRR24955126_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/026/SRR24955126.lite		7a65b7d62ef0dbd6cdbf6e67d7f5dffa;a0593cf1c3290dbf02ed13e905be0db7	SRP444524		724645	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-07-14		10011088_V3			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			ee08e4f1d3c41ac0c30b2e05b5c61d06		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/026/SRR24955126/SRR24955126_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/026/SRR24955126/SRR24955126_2.fastq.gz					218842790	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/026/SRR24955126.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/026/SRR24955126/SRR24955126_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/026/SRR24955126/SRR24955126_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011088_V3		2022-07-13			10011088_V3_A_CP04489-B_S112_L003_R1_001.fastq.gz							2022-07-14	CCSORC004913-10011088-V3		SUB13039052				Homo sapiens	CCSORC004913-10011088-V3	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713054	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955126	SRS18005217					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955133	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772887		SRA1657243					RANDOM					Supragingival	2023-09-24							251245126							missing	182942720;184082496	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/033/SRR24955133.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/033/SRR24955133/SRR24955133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/033/SRR24955133/SRR24955133_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/033/SRR24955133.lite		3cde4536973ade86b71865affdb25273;54e8b9a47a34ee09551260626a20ed80	SRP444524		3226459	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-07-13		10011086_V3			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			82e7c63d3790cb77db599da264fb0b0f		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/033/SRR24955133/SRR24955133_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/033/SRR24955133/SRR24955133_2.fastq.gz					974390618	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/033/SRR24955133.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/033/SRR24955133/SRR24955133_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/033/SRR24955133/SRR24955133_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011086_V3		2022-07-12			10011086_V3_A_CP04489-B_S110_L003_R1_001.fastq.gz							2022-07-13	CCSORC004913-10011086-V3		SUB13039052				Homo sapiens	CCSORC004913-10011086-V3	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713047	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955133	SRS18005210					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955146	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772821		SRA1657243					RANDOM					Supragingival	2023-09-24							123993682							missing	90487199;90787703	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/046/SRR24955146.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/046/SRR24955146/SRR24955146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/046/SRR24955146/SRR24955146_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/046/SRR24955146.lite		2559ca2217ae056e83de0c02199bb0c2;03b13ccd95c10891f0d4961c5b04b9cb	SRP444524		1594162	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-17		10011063_V2			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			ba6d5a371c2b666d0ccf22e24bc54a3a		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/046/SRR24955146/SRR24955146_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/046/SRR24955146/SRR24955146_2.fastq.gz					481436924	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/046/SRR24955146.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/046/SRR24955146/SRR24955146_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/046/SRR24955146/SRR24955146_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011063_V2		2022-05-16			10011063_V2_A_CP04489_S425_L005_R1_001.fastq.gz							2022-05-17	CCSORC004913-10011063-V2		SUB13039052				Homo sapiens	CCSORC004913-10011063-V2	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713034	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955146	SRS18005196					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955149	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772819		SRA1657243					RANDOM					Supragingival	2023-09-24							222521188							missing	163080173;163123069	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/049/SRR24955149.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/049/SRR24955149/SRR24955149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/049/SRR24955149/SRR24955149_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/049/SRR24955149.lite		a762fce5ebbf9b6591071276b6475512;ad9901ba64e9b84f808a352148094fce	SRP444524		2861928	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-07-13		10011062_V3			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			1afe4d9d739cea8fb9621d51898752f2		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/049/SRR24955149/SRR24955149_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/049/SRR24955149/SRR24955149_2.fastq.gz					864302256	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/049/SRR24955149.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/049/SRR24955149/SRR24955149_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/049/SRR24955149/SRR24955149_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011062_V3		2022-07-12			10011062_V3_A_CP04489-B_S68_L003_R1_001.fastq.gz							2022-07-13	CCSORC004913-10011062-V3		SUB13039052				Homo sapiens	CCSORC004913-10011062-V3	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713031	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955149	SRS18005194					41.12 N 85.12 W						2023-09-24		PRJNA984617						
SRR24955150	Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival	SAMN35772818		SRA1657243					RANDOM					Supragingival	2023-09-24							319449088							missing	237144049;237727579	ILLUMINA		ARCHIVAL_FILE			fasp.sra.ebi.ac.uk:/vol1/srr/SRR249/050/SRR24955150.lite											ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/050/SRR24955150/SRR24955150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/050/SRR24955150/SRR24955150_2.fastq.gz							USA: Indiana, Fort Wayne	MIMARKS.specimen;MIGS/MIMS/MIMARKS.human-oral	Keywords: GSC:MIxS MIMARKS:6.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/050/SRR24955150.lite		f1b99b4b3550cb994b3dc9685ea81193;8d958653822f8585639e886e71179cfe	SRP444524		4121953	CCSORC004913 - Supragingival Plaque Microbiome		GENERATED_FILE;GENERATED_FILE			Supragingival		2022-05-18		10011062_V2			Plaque		Illumina HiSeq X							Illumina HiSeq X sequencing: WGS of human dental plaque: supragingival				Plaque	9606			a9a9ef76b8205f0916b6acffc876637c		ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/050/SRR24955150/SRR24955150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR249/050/SRR24955150/SRR24955150_2.fastq.gz					1244829806	WGS				41.12 N 85.12 W	GENOMIC	ftp.sra.ebi.ac.uk/vol1/srr/SRR249/050/SRR24955150.lite		PAIRED			Oral							dcc_metagenome			41.12 N 85.12 W							Oral		public		-85.12	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/050/SRR24955150/SRR24955150_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR249/050/SRR24955150/SRR24955150_2.fastq.gz	1;2787823;12908;408169;410656;447426	female		10011062_V2		2022-05-17			10011062_V2_A_CP04489_S424_L005_R1_001.fastq.gz							2022-05-18	CCSORC004913-10011062-V2		SUB13039052				Homo sapiens	CCSORC004913-10011062-V2	env_geo;env_geo:terrestrial	2023-09-24	41.12		SRX20713030	human oral metagenome		447426	PRJNA984617							Homo sapiens		SRR24955150	SRS18005193					41.12 N 85.12 W						2023-09-24		PRJNA984617						
