Run_accession	project_name	archive_project	publication_doi	group
SRR13355787	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355790	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355789	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355800	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355785	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355784	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355813	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355812	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355799	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355811	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355810	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355809	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355798	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355797	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355796	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355808	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355807	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355806	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355804	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355803	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
SRR13355802	Farrer2021	PRJNA688065	10.1038/s41598-021-86100-w	publication_doi::10.1038/s41598-021-86100-w
ERR5766165	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766166	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766167	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766168	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766169	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766170	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766171	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766172	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766173	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766174	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766175	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766176	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766177	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766178	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766179	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766180	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766181	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766182	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR5766183	Maixner2021	PRJEB44507	10.1016/j.cub.2021.09.031	publication_doi::10.1016/j.cub.2021.09.031
ERR3678600	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678610	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678612	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678614	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678618	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678620	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678623	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678626	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678628	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678629	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678596	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678599	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678604	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678605	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678607	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678609	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678611	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678615	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678617	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678619	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678595	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678598	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678602	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678603	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678606	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678613	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678616	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678622	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678625	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
ERR3678627	Hagan2019	PRJEB33577	10.1002/ajpa.23978	publication_doi::10.1002/ajpa.23978
SRR5047194	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047069	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047060	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047075	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047111	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047132	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047159	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047164	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047166	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047048	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047157	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047051	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047170	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047165	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047057	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047086	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047187	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047043	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047101	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047080	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047146	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047070	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047118	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047085	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047138	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047168	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047077	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047156	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047058	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047068	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047200	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047097	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047198	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047176	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047177	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047076	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047203	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047126	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047115	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047195	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047127	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047045	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047100	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047106	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047088	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047191	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047065	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047180	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047119	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047134	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047094	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047053	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047196	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047073	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047109	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047095	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047183	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047081	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047140	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047162	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047090	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047082	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047083	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047067	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047113	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047190	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047040	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047172	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047181	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047201	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047114	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047046	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047117	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047161	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047169	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047062	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047193	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047152	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047182	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047071	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047063	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047054	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047160	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047178	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047123	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047143	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047089	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047197	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047136	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047047	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047092	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047079	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047199	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047074	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047129	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047108	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047151	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047102	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047179	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047137	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047144	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047189	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047121	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047098	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047124	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047041	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047087	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047185	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047184	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047120	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047091	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047122	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047066	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047052	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047093	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047147	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047155	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047116	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047167	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047133	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047173	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047107	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047059	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047141	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047163	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
SRR5047049	Philips2017	PRJNA354503	10.1093/gigascience/gix044	publication_doi::10.1093/gigascience/gix044
